ID	citation	title	year	source	doi	link
437879			1997	Mycol. Res. 101(7): 881	10.1017/S0953756297003857	
439109			1887	Bergens Mus. Årb., 1886: 219 ('1886')		
438995			1960	Sydowia 14(1-6): 107		
440834			1945	Trans. Br. mycol. Soc. 28: 24		
441023			1956	Acta Regiae Sci. Gothoburgensis, ser. IV 9: 129		
441024			1961	Trudy Inst. Bot. Akad. nauk Kazakh SSR 11: 203		
441048			1941	Bull. Sect. sci. Acad. roum. 24: 57		
441049			1946	Lloydia 9: 144		
441080			1942	Proc. Indian Acad. Sci., Sect. B 15: 219		
441087			1959	Fl. ČSR, Oomycet. 1: 344		
441088			1959	Fl. ČSR, Oomycet. 1: 347		
442356			1997	Mycoscience 38(2): 138	10.1007/BF02460848	
442379			1998	Nova Hedwigia 66(1-2): 259		
442559			1995	Phyton, Horn 35(1): 116		
443543			1998	in Honda, Yokochi, Nakahara, Erata & Higashihara, Mycol. Res. 102(4): 441	10.1017/S0953756297005170	
444103			1967	Mikoflora Azerbaidzhana, 4, Peronosporovye Griby (Baku): 141		
444157			1949	Kgl. Danske Vidensk. Selsk. Biol., Skr. 7 1: 132		
444830			1998	Mycol. Res. 102(9): 1065	10.1017/S0953756297005984	
444910			1998	Mycol. Res. 102(9): 1065	10.1017/S0953756297005984	
444911			1998	Mycol. Res. 102(9): 1065	10.1017/S0953756297005984	
444912			1998	Mycol. Res. 102(9): 1065	10.1017/S0953756297005984	
444914			1998	Mycol. Res. 102(9): 1065	10.1017/S0953756297005984	
445238			1998	Eur. J. Pl. Path. 104(7): 683	10.1023/A:1008628402399	
445311			1998	FEMS Microbiol. Lett. 158(2): 209	10.1111/j.1574-6968.1998.tb12822.x	
445444			1998	Fungi of Chandigarh, [Myxomycetes and Saprolegniaceae] (Dehra Dun): 80		
445445			1998	Nova Hedwigia 66(3-4): 509		
446578			1998	Mycosystema 17(3): 223		
447474			1959	Fl. ČSR, Oomycet. 1: 97		
447475			1893	Trans. Am. phil. Soc., New Series 17: 134 ('1892')		
450188			1998	Mycosystema 17(4): 294		
450760			1932	S. Afr. J. Sci. 29: 314		
450736			1935	Trans. Sapporo nat. Hist. Soc. 14(1): 31		
451286			1886	in Cohn, Krypt.-Fl. Schlesien (Breslau) 3.1(9–16): 237 ('1889')		
451310			1963	Quad. Ist. Bot. Univ. Pavia 30: 30		
452540			1854	C. r. hebd. Séanc. Acad. Sci., Paris 38: 1103		
452569			1907	Contrib. N. York Bot. Gard. 95: 415		
452725			1881	Bot. Ztg. 39: 619		
452751			1863	Annls Sci. Nat., Bot., sér. 4 20: 124		
452794			1861	Ann. Mag. nat. Hist., Ser. 3 7: 449		
452892			1971	Journal of Madras Univ., B 37-38: 108 ('1967-68')		
452927			1915	Nôgyôkoku [Agriculturalist] 9(3): 24		
453635			1895	Bull. Cornell Univ. Agric. Exp. Stn 21(5): 233		
453641			1914	Mycologia 6(2): 80		
453968			1895	Ann. Soc. Belge Microscop. 19: 206		
454098			1930	Proc. Intern. Soc. Sugar Cane Techn. 3: 122		
455187			1886	in Cohn, Krypt.-Fl. Schlesien (Breslau) 3.1(9–16): 239 ('1889')		
455343			1930	Mycotheca generalis: no. 333		
455576			1849	Summa veg. Scand., Sectio Post. (Stockholm): 493		
455590			1916	J. Bombay nat. Hist. Soc. 24: 615		
456017			1912	Ark. Bot. 12(no. 9): 15		
456018			1911	Ann. Bot., Lond. 25: 270		
456020			1891	Revis. gen. pl. (Leipzig) 2: 658		
456021			1891	Revis. gen. pl. (Leipzig) 2: 658		
456820			1959	Fl. ČSR, Oomycet. 1: 156, 432		
456821			1959	Fl. ČSR, Oomycet. 1: 198		
456987			1953	Sydowia 7(1-4): 14		
458992			1960	Lucr. ştiinţ., Inst. agron. Iaşi: 379		
459607			1999	in Voglmayr, Bonner & Dick, Mycol. Res. 103(5): 603	10.1017/S0953756298007539	
459819			1999	Mycoscience 40(5): 388	10.1007/BF02464392	
459832			1999	FEMS Microbiol. Lett. 180(2): 340	10.1111/j.1574-6968.1999.tb08815.x	
460046			1999	Mycol. Res. 103(7): 797	10.1017/S0953756298007734	
464313			2000	in Glockling & Beakes, Mycol. Res. 104(1): 100	10.1017/S0953756299008916	
464314			2000	in Glockling & Beakes, Mycol. Res. 104(1): 104	10.1017/S0953756299008916	
466263			2000	Mycotaxon 76: 442		
466264			2000	Mycotaxon 76: 442		
466265			2000	Mycotaxon 76: 442		
466266			2000	Mycotaxon 76: 442		
466267			2000	Mycotaxon 76: 442		
466268			2000	Mycotaxon 76: 442		
466193			2000	Mycologia 92(4): 750	10.2307/3761431	
466284			2000	Mycologia 92(6): 1149	10.2307/3761482	
466285			2000	Mycologia 92(6): 1151	10.2307/3761482	
466541			2000	Mycoscience 41(6): 567	10.1007/BF02460922	
467419			2000	Mycologia 92(3): 523	10.2307/3761511	
467732			2001	in Aragaki & Uchida, Mycologia 93(1): 139	10.2307/3761611	
467815			1999	Mycoscience 72(1): 34	10.1007/BF02463973	
467821			2001	in Ho, Mycotaxon 78: 20		
468184			1898	Revis. gen. pl. (Leipzig) 3(3): 443		
472184			1935	Trans. Sapporo nat. Hist. Soc. 14(1): 15		
474133			2001	in Mirabolfathy, Cooke, Duncan, Williams, Ershad & Alizadeh, Mycol. Res. 105(10): 1173		
474229			2001	Mycotaxon 79: 89		
474412			2000	FEMS Microbiol. Lett. 183(1): 108	10.1111/j.1574-6968.2000.tb08941.x	
474485			2001	in Werres, Marwitz, Man in 't Veld, De Cock, Bonants, De Weerdt, Themann, Ilieva & Baayen, Mycol. Res. 105(10): 1164		
474880			2001	Mycologia 93(6): 1195	10.2307/3761679	
477269			1896	Forhandl. Vidensk.-Selsk. Christiania(no. 6): 18		
477270			1892	in Winter, Rabenh. Krypt.-Fl., Edn 2 (Leipzig) 1(4): 66		
477272			1957	Svensk bot. Tidskr. 51: 209		
477274			1964	Israel J. Bot.: 139		
477275			1977	Chytridiomycet. Iconogr. (New York): 394		
477278			1953	Bull. Torrey bot. Club 80: 300		
477279			1934	Mém. Acad. Roy. Sci. Lett. Danemark, Copenhague, Sect. Sci., 9 Série 6: 54		
477280			1925	Bull. Soc. Path. Exot. 18: 18		
477281			1898	Irish Naturalists 7: 32		
477282			1968	in Karling, Plasmodiophorales, Edn 2 (New York): 74		
477283			1909	Arch. Protistenk.: 8		
477288			1907	Bull. Torrey bot. Club 34: 68		
477289			1895	Botaniste 4: 243 ('1894-1895')		
477290			1964	Israel J. Bot. 12: 139		
477292			1919	Bull. Formosa Agr. Exp. Sta. 131: 10		
477293			1914	Bot. Mag., Tokyo 28: (139)		
477294			1933	Arch. Protistenk. 79: 350		
477295			1967	Mikoflora Azerbaidzhana, 4, Peronosporovye Griby (Baku): 137		
477296			1894	Beitr. Physiol. Morph. Nieder. Organ. 4: 63		
478007			1907	Bull. Torrey bot. Club 34: 403		
479151			1939	Diseases of the rice plant [Ineno Byogai], Ed. 2: 57		
479447			1915	Bot. Gaz. 60(6): 486		
481655			1959	Fl. ČSR, Oomycet. 1: 197-205		
481686			1905	Fung. Saxon. Exsicc., Pilze Sachsen's: no. 1880		
481940			1935	Annls mycol. 33(1/2): 16		
482580			1943	Mem. Torrey bot. Club 20(1): 69		
482747			1994	Polskie Archivum Hydrobiologii 41(4): 415		
483155			2001	Straminipilous Fungi (Dordrecht): 294		
483156			2001	Straminipilous Fungi (Dordrecht): 294		
483157			2001	Straminipilous Fungi (Dordrecht): 295		
483158			2001	Straminipilous Fungi (Dordrecht): 295		
483159			2001	Straminipilous Fungi (Dordrecht): 301		
483160			2001	Straminipilous Fungi (Dordrecht): 301		
483161			2001	Straminipilous Fungi (Dordrecht): 301		
483162			2001	Straminipilous Fungi (Dordrecht): 301		
483169			2001	Straminipilous Fungi (Dordrecht): 317		
483170			2001	Straminipilous Fungi (Dordrecht): 325		
483171			2001	Straminipilous Fungi (Dordrecht): 327		
483172			2001	Straminipilous Fungi (Dordrecht): 327		
483173			2001	Straminipilous Fungi (Dordrecht): 327		
483174			2001	Straminipilous Fungi (Dordrecht): 327		
483175			2001	Straminipilous Fungi (Dordrecht): 327		
483176			2001	Straminipilous Fungi (Dordrecht): 328		
483177			2001	Straminipilous Fungi (Dordrecht): 328		
483178			2001	Straminipilous Fungi (Dordrecht): 328		
483179			2001	Straminipilous Fungi (Dordrecht): 331		
483180			2001	Straminipilous Fungi (Dordrecht): 334		
483182			2001	Straminipilous Fungi (Dordrecht): 346		
483183			2001	Straminipilous Fungi (Dordrecht): 346		
483184			2001	Straminipilous Fungi (Dordrecht): 359		
483185			2001	Straminipilous Fungi (Dordrecht): 360		
483186			2001	Straminipilous Fungi (Dordrecht): 360		
483187			2001	Straminipilous Fungi (Dordrecht): 360		
483188			2001	Straminipilous Fungi (Dordrecht): 360		
483189			2001	Straminipilous Fungi (Dordrecht): 360		
483190			2001	Straminipilous Fungi (Dordrecht): 351		
483191			2001	Straminipilous Fungi (Dordrecht): 351		
483192			2001	Straminipilous Fungi (Dordrecht): 354		
483193			2001	Straminipilous Fungi (Dordrecht): 362		
483195			2001	Straminipilous Fungi (Dordrecht): 363		
483196			2001	Straminipilous Fungi (Dordrecht): 363		
483197			2001	Straminipilous Fungi (Dordrecht): 363		
483198			2001	Straminipilous Fungi (Dordrecht): 366		
483199			2001	Straminipilous Fungi (Dordrecht): 366		
483200			2001	Straminipilous Fungi (Dordrecht): 368		
483201			2001	Straminipilous Fungi (Dordrecht): 368		
483202			2001	Straminipilous Fungi (Dordrecht): 368		
483204			2001	Straminipilous Fungi (Dordrecht): 378		
483208			2001	Straminipilous Fungi (Dordrecht): 381		
483209			2001	Straminipilous Fungi (Dordrecht): 387		
483210			2001	Straminipilous Fungi (Dordrecht): 397		
483211			2001	Straminipilous Fungi (Dordrecht): 397		
484323			2001	FEMS Microbiol. Lett. 199(1): 56	10.1111/j.1574-6968.2001.tb10650.x	
483940			2002	FEMS Microbiol. Lett. 206(2): 193	10.1111/j.1574-6968.2002.tb11008.x	
483941			2002	FEMS Microbiol. Lett. 208(1): 136	10.1111/j.1574-6968.2002.tb11073.x	
483956			2002	Microbiol. Res. 157(3): 178	10.1078/0944-5013-00149	
484022			2002	N.Z. Jl Bot. 40(3): 474		
484085			1934	Bull. Imper. Coll. Agric. & Forest. Morioka, Japan 17: 2		
484596			2002	Mycol. Res. 106(4): 399	10.1017/S0953756202005622	
484597			2002	Mycol. Res. 106(4): 403	10.1017/S0953756202005622	
484598			2002	Mycol. Res. 106(4): 405	10.1017/S0953756202005622	
484600			2002	Mycol. Res. 106(5): 557	10.1017/S0953756202005889	
484601			2002	in Spencer, Vick & Dick, Mycol. Res. 106(5): 558	10.1017/S0953756202005889	
484602			2002	in Spencer, Vick & Dick, Mycol. Res. 106(5): 559	10.1017/S0953756202005889	
484603			2002	in Spencer, Vick & Dick, Mycol. Res. 106(5): 559	10.1017/S0953756202005889	
499734			2006	in Bala, Gautam & Paul, Curr. Microbiol. 52(2): 104		
499763			2008	in Paul, Mathew, Kanak, Paul, Henry, Lefort & Belbahri, Fungal Diversity 28: 57		
500124			2004	Stud. Mycol. 50(2): 484		
500125			2004	Stud. Mycol. 50(2): 485		
500126			2004	in de Cock & Lévesque, Stud. Mycol. 50(2): 486		
501096			2006	in Belbahri, Moralejo, Calmin, Oszako, García, Descals & Lefort, FEMS Microbiol. Lett. 261(2): 167		
501412			2005	Mycologia 97(1): 186		
503394			1916	J. Bombay nat. Hist. Soc. 24: 615		
503410			1905	Overs. K. danske Vidensk. Selsk. Forh. 5: 452		
503512			1911	Krypt.-Fl. Brandenburg (Leipzig) 5: 259 ('1915')		
503513			1911	Krypt.-Fl. Brandenburg (Leipzig) 5: 259 ('1915')		
503514			1911	Krypt.-Fl. Brandenburg (Leipzig) 5: 258 ('1915')		
503515			1911	Krypt.-Fl. Brandenburg (Leipzig) 5: 259 ('1915')		
503613			1907	Bull. Torrey bot. Club 34: 406		
503614			1914	Mycologia 6(4): 193		
503615			1907	Bull. Torrey bot. Club 34: 401		
503616			1907	Bull. Torrey bot. Club 34: 399		
503617			1907	Bull. Torrey bot. Club 34: 411		
503618			1907	Bull. Torrey bot. Club 34: 407		
503619			1907	Bull. Torrey bot. Club 34: 402		
503620			1907	Bull. Torrey bot. Club 34: 410		
503621			1907	Bull. Torrey bot. Club 34: 401		
503958			1912	Krypt.-Fl. Brandenburg (Leipzig) 5: 545 ('1915')		
504052			1917	Atti Mem. R. Accad. Sci., Lett., Arti, Padova 33: 164		
504181			2006	FEMS Microbiol. Lett. 263(2): 195		
504752			2006	in Donahoo, Blomquist, Thomas, Moulton, Cooke & Lamour, Mycol. Res. 110(11): 1318		
505389			1927	Revue de Pathologe Végetale et d'Entom. Agric. de France 14: 201		
505477			1924	Defense des Plantes Leningrad 1(3-5): 157		
505703			1930	Acta Hort. Bot. Univ. Latviens 4: 224 ('1929')		
505721			2007	Mycologia 99(2): 226		
505825			2008	Mycol. Res. 112(9): 1117		
505953			2008	Mycologia 99(5): 640 ('2007')		
505990			1930	Annls mycol. 28(3/4): 298		
505991			1930	Annls mycol. 28(3/4): 298		
506088			1937	Trav. Inst. Bot. Charkov 2: 15		
506109			1934	Annls mycol. 32(1/2): 37		
506170			2005	FEMS Microbiol. Lett. 246(2): 208	10.1016/j.femsle.2005.04.004	
507118			1875	in Berkeley, Grevillea 3(no. 27): 109		
508284			1949	Mycologia 41(3): 326		
509104			2014	Mycologia 106(3): 440		
509454			1918	Beih. bot. Zbl., Abt. 1 35: 530		
509563			2009	Persoonia 22: 126		
510528			2007	Mycotaxon 100: 18		
510614			2008	Mycologia 100(2): 312		
510683			2008	in Balci, Balci, Blair, Park, Kang & MacDonald, Mycol. Res. 112(8): 911		
510690			2008	Mycol. Res. 112(5): 491		
510691			2008	Mycol. Res. 112(5): 495		
510768			2007	Australas. Pl. Path. 36(2): 182		
510868			2007	Fungal Diversity 27(1): 30		
511063			2007	Mycol. Res. 111(12): 1381		
511177			2007	Mycol. Res. 111(11): 1332		
511178			2007	Mycol. Res. 111(11): 1325		
511268			2008	Mycol. Res. 112(7): 787		
511288			2008	Mycol. Res. 112(3): 369		
511315			2008	Mycol. Res. 112(11): 1329		
511433			2008	in Belbahri, McLeod, Paul, Calmin, Moralejo, Spies, Botha, Clemente, Descals, Sánchez-Hernández & Lefort, FEMS Microbiol. Lett. 284(1): 20		
511447			2008	Botanica Lithuanica 14(1): 50		
511835			2008	Mycotaxon 105: 194		
511870			2008	in Durán, Gryzenhout, Slippers, Ahumada, Rotella, Flores, Wingfield & Wingfield, Pl. Path. 57(4): 722		
512497			2009	Persoonia 22: 6		
512505			2009	Mycol. Res. 113(5): 536		
512818			2010	Persoonia 25: 23		
512914			2009	Persoonia 22: 102		
512921			2009	Mycol. Res. 113(3): 320		
512922			2009	Mycol. Res. 113(3): 320		
512923			2009	Mycol. Res. 113(3): 320		
512981			2009	in Senda, Kageyama, Suga & Lévesque, Mycologia 101(4): 446		
512982			2009	in Senda, Kageyama, Suga & Lévesque, Mycologia 101(4): 443		
513008			2010	in Nelson & Abad, Mycologia 102(1): 126		
513047			2009	Mycologia 101(6): 834		
513048			2012	Mycologia 104(5): 1097-1108		
513049			2012	Mycologia 104(5): 1101		
513075			2009	Schlechtendalia 19: 77		
514022			2009	Mycol. Res. 113(12): 1346		
514023			2009	Mycol. Res. 113(12): 1346		
514186			2010	Persoonia 25: 25		
514187			2010	Persoonia 25: 26		
514427			2010	Pl. Path. 59(4): 622		
515142			2010	Australas. Pl. Path. 36(6): 483		
516042			2010	Fungal Diversity 43: 58		
516781			2010	Mycoscience 51(6): 440		
517069			2010	in Bala, Robideau, Lévesque, Cock, Abad, Lodhi, Shahzad, Ghaffar & Coffey, Persoonia 24: 137		
517466			2010	in Hulvey, Telle, Nigrelli, Lamour & Thines, Persoonia 25: 113		
517467			2010	in Hulvey, Telle, Nigrelli, Lamour & Thines, Persoonia 25: 113		
517559			2010	Mycoscience 51(5): 360		
517560			2010	Mycoscience 51(5): 360		
517561			2010	Mycoscience 51(5): 360		
517562			2010	Mycoscience 51(5): 360		
517563			2010	Mycoscience 51(5): 360		
517565			2010	Mycoscience 51(5): 360		
517566			2010	Mycoscience 51(5): 360		
517568			2010	Mycoscience 51(5): 360		
517569			2010	Mycoscience 51(5): 360		
517570			2010	Mycoscience 51(5): 360		
517571			2010	Mycoscience 51(5): 360		
517573			2010	Mycoscience 51(5): 360		
517575			2010	Mycoscience 51(5): 361		
517576			2010	Mycoscience 51(5): 361		
517577			2010	Mycoscience 51(5): 361		
517578			2010	Mycoscience 51(5): 361		
517579			2010	Mycoscience 51(5): 361		
517580			2010	Mycoscience 51(5): 361		
517581			2010	Mycoscience 51(5): 361		
517582			2010	Mycoscience 51(5): 361		
517583			2010	Mycoscience 51(5): 361		
517584			2010	Mycoscience 51(5): 361		
517585			2010	Mycoscience 51(5): 361		
517586			2010	Mycoscience 51(5): 361		
517587			2010	Mycoscience 51(5): 361		
517588			2010	Mycoscience 51(5): 361		
517589			2010	Mycoscience 51(5): 361		
517590			2010	Mycoscience 51(5): 361		
517591			2010	Mycoscience 51(5): 361		
517592			2010	Mycoscience 51(5): 361		
517593			2010	Mycoscience 51(5): 361		
517594			2010	Mycoscience 51(5): 361		
517595			2010	Mycoscience 51(5): 361		
517596			2010	Mycoscience 51(5): 361		
517597			2010	Mycoscience 51(5): 362		
517598			2010	Mycoscience 51(5): 362		
517600			2010	Mycoscience 51(5): 362		
517601			2010	Mycoscience 51(5): 362		
517602			2010	Mycoscience 51(5): 362		
517603			2010	Mycoscience 51(5): 362		
517604			2010	Mycoscience 51(5): 362		
517605			2010	Mycoscience 51(5): 362		
517606			2010	Mycoscience 51(5): 362		
517607			2010	Mycoscience 51(5): 326		
517608			2010	Mycoscience 51(5): 362		
517609			2010	Mycoscience 51(5): 362		
517610			2010	Mycoscience 51(5): 362		
517611			2010	Mycoscience 51(5): 362		
517612			2010	Mycoscience 51(5): 362		
517613			2010	Mycoscience 51(5): 362		
517614			2010	Mycoscience 51(5): 362		
517615			2010	Mycoscience 51(5): 362		
517616			2010	Mycoscience 51(5): 362		
517617			2010	Mycoscience 51(5): 362		
517618			2010	Mycoscience 51(5): 362		
517619			2010	Mycoscience 51(5): 362		
517620			2010	Mycoscience 51(5): 362		
517621			2010	Mycoscience 51(5): 362		
517622			2010	Mycoscience 51(5): 362		
517623			2010	Mycoscience 51(5): 363		
517624			2010	Mycoscience 51(5): 363		
517625			2010	Mycoscience 51(5): 363		
517626			2010	Mycoscience 51(5): 363		
517627			2010	Mycoscience 51(5): 363		
517628			2010	Mycoscience 51(5): 363		
517629			2010	Mycoscience 51(5): 363		
517630			2010	Mycoscience 51(5): 363		
517631			2010	Mycoscience 51(5): 363		
517632			2010	Mycoscience 51(5): 363		
517633			2010	Mycoscience 51(5): 363		
517634			2010	Mycoscience 51(5): 363		
517635			2010	Mycoscience 51(5): 363		
517636			2010	Mycoscience 51(5): 363		
517637			2010	Mycoscience 51(5): 363		
517638			2002	FEMS Microbiol. Lett. 212(2): 256	10.1111/j.1574-6968.2002.tb11275.x	
517640			2010	Mycoscience 51(5): 363		
517641			2010	Mycoscience 51(5): 363		
517642			2010	Mycoscience 51(5): 363		
517643			2010	Mycoscience 51(5): 363		
517644			2003	Curr. Microbiol. 47(4): 310		
517646			2010	Mycoscience 51(5): 364		
517647			2010	Mycoscience 51(5): 364		
517648			2010	Mycoscience 51(5): 364		
517649			2010	Mycoscience 51(5): 364		
517650			2010	Mycoscience 51(5): 364		
517652			2010	Mycoscience 51(5): 364		
517974			2011	in Vettraino, Brasier, Brown & Vannini, Fungal Biology 115(3): 282		
518038			2011	Mycopathologia 171(2): 155		
518039			2011	Mycopathologia 171(2): 156		
518751			2010	Mol. Phylogen. Evol. 57(2): 815		
518752			2010	Mol. Phylogen. Evol. 57(2): 818		
518613			2011	in Takuma, Sano, Wada, Kurata & Hatai, Mycoscience 52(2): 129		
518662			2011	Mycol. Progr. 10(3): 290		
518763			2011	in Jung, Stukely, Hardy, White, Paap, Dunstan & Burgess, Persoonia 26: 22		
518764			2011	in Jung, Stukely, Hardy, White, Paap, Dunstan & Burgess, Persoonia 26: 24		
518765			2011	in Jung, Stukely, Hardy, White, Paap, Dunstan & Burgess, Persoonia 26: 25		
518766			2011	in Jung, Stukely, Hardy, White, Paap, Dunstan & Burgess, Persoonia 26: 28		
519049			2010	Polish Bot. J. 55(2): 294		
518792			2011	in Rea, Burgess, Hardy, Stukely & Jung, Pl. Path. 60(6): 1061		
518793			2011	in Rea, Burgess, Hardy, Stukely & Jung, Pl. Path. 60(6): 1064		
518805			2010	Persoonia 25: 45		
519017			2011	Mycol. Progr. 10(4): 420		
519344			2012	Australas. Pl. Path. 41(2): 126		
519345			2012	Australas. Pl. Path. 41(2): 128		
519549			2012	Mycol. Progr. 11(1): 127		
519564			2011	Fungal Biology 115(3): 218		
519654			2011	Fungal Biology 115(7): 604		
519834			2011	in Grünwald, Werres, Goss, Taylor & Fieland, Pl. Path. 61(3): 618		
519967			2011	Fungal Biology 115(8): 728		
521582			1891	Revis. gen. pl. (Leipzig) 2: 658		
521436			2006	Mycol. Res. 110(6): 643		
521437			2006	Mycol. Res. 110(6): 641		
521454			2006	in Nechwatal & Mendgen, FEMS Microbiol. Lett. 255(1): 99		
521645			1995	Eur. J. Protist. 31: 24		
521719			2006	Mycosystema 25(4): 524		
521753			2006	in El Androusse, El Aissami & Paul, Curr. Microbiol. 53(1): 61		
522134			1944	Am. J. Bot. 31: 51		
522136			1931	C. r. hebd. Séanc. Mém. Soc. Biol. 108: 27		
522137			2000	in Schnepf, Kühn & Bulman, Helgoland Marine Research 54(4): 237-241		
522138			2000	in Schnepf, Kühn & Bulman, Helgoland Marine Research 54(4): 237-241		
522187			2001	Straminipilous Fungi (Dordrecht): 337		
522188			1959	Fl. ČSR, Oomycet. 1: 370		
522189			1942	Simple Holocarpic Biflagellate Phycomycetes (New York): 47		
522190			1959	Fl. ČSR, Oomycet. 1: 458		
522191			1872	Monogr. Saprolegn.: 147		
522297			2005	in Bongiorni, Jain, Raghukumar & Aggarwal, Protist 156(3): 304		
522542			1997	in Misra & Hall, Kavaka 24: 80 ('1996')		
528711			1926	in Trotter, Syll. fung. (Abellini) 24(1): 34		
528769			1911	Krypt.-Fl. Brandenburg (Leipzig) 5: 258 ('1915')		
528772			1959	Fl. ČSR, Oomycet. 1: 455		
529030			2007	Mycoscience 48(4): 202		
529031			2007	Mycoscience 48(4): 203		
529032			2007	Mycoscience 48(4): 203		
529033			2007	Mycoscience 48(4): 203		
528812			1916	in Falck, Mykol. Untersuch. Ber. 2(6): 218		
528813			1959	Fl. ČSR, Oomycet. 1: 219, 438		
528814			1959	Fl. ČSR, Oomycet. 1: 219, 438		
528815			1893	Trans. Am. phil. Soc., New Series 17: 13 ('1892')		
528816			1878	Jb. wiss. Bot. 11: 293		
528819			1926	in Trotter, Syll. fung. (Abellini) 24(1): 65		
528918			1884	Fungi Selecti Galliaei Exs.: no. 2926		
529656			1932	Suppl., HongKong Nat. 1: 34		
529992			2007	Mycologia 99(2): 300		
530025			2007	in Steciow, Paul & Bala, FEMS Microbiol. Lett. 268(2): 226		
530225			2007	in Greslebin, Hansen & Sutton, Mycol. Res. 111(3): 312		
530292			2007	Mycoscience 48(6): 333		
530293			2007	Mycoscience 48(6): 333		
530294			2007	Mycoscience 48(6): 333		
530668			2007	Mycoscience 48(4): 203		
530758			2007	Nova Hedwigia 85(1-2): 98		
531288			1913	Mycotheca Germanica 24: no. 1166		
531303			1903	Flora, Regensburg 92: 425		
531514			1886	in Cohn, Krypt.-Fl. Schlesien (Breslau) 3.1(9–16): 251 ('1889')		
532240			2007	in Choi, Shin, Hong & Thines, Fungal Diversity 27(1): 31		
532416			2007	in Göker, Voglmayr, Riethmüller & Oberwinkler, Fungal Genetics Biol. 44(2): 120		
532906			2008	in Abad, Abad, Coffey, Oudemans, Man in 't Veld, Gruyter, Cunnington & Louws, Mycologia 100(1): 103		
533255			1932	Mycologia 24(1): 33		
533870			2008	FEMS Microbiol. Lett. 284(1): 121		
534027			2008	in Paul & Bala, FEMS Microbiol. Lett. 282(2): 253		
534448			1930	in Chardón & Toro, J. Dept. Agric. Porto Rico 14(4): 222		
534608			1935	Trans. Sapporo nat. Hist. Soc. 14(1): 28		
534999			1970	Flora Polska, Grzyby (Mycota), IV, Glonowee (Phycomycetes) Wroglikowe (Peronosporales) (Warsaw): 82		
535185			1968	Plasmodiophorales, Edn 2 (New York): 84		
535259			1943	Aquatic Phycomycetes exclusive of the Saprolegniaceae and Pythium: 629		
535516			1888	Nova Acta Acad. Caes. Leop.-Carol. German. Nat. Cur. 52: 367		
535517			1888	Nova Acta Acad. Caes. Leop.-Carol. German. Nat. Cur. 52: 367		
535518			1960	Aquatic Phycomycetes, Edn 2 (Ann Arbor): 879		
535607			1895	in Patouillard & Lagerheim, Bull. Herb. Boissier 3(1): 61		
536091			1915	Spec. Report Agric. Exp. Station Formosa 11: 77		
536332			1904	Bull. int. Acad. Sci. Lett. Cracovie, Cl. sci. math. nat. Sér. B, sci. nat.: 715		
536384			1855	Ber. Bekanntm. Verhandl. Königlich Preuss. Akad. Wissensch. Berlin 3: 325		
536504			1940	J. Wash. Acad. Sci. 30: 134		
536648			1881	Monatsber. Königl. Preuss. Akad. Wiss. Berlin: 399		
536649			1932	Mycologia 24(1): 34		
536650			1932	Mycologia 24(1): 59		
536830			1932	Philipp. Agric. 21: 173		
536831			1931	Mycologia 23(4): 286		
536832			1931	Mycologia 23(4): 272		
537070			2009	Mycoscience 50(2): 109		
537296			1948	Proc. Indian Acad. Sci., Pl. Sci. 28: 31		
537319			1932	Mycologia 24(1): 38		
538245			2008	FEMS Microbiol. Lett. 288(2): 165		
538246			2008	FEMS Microbiol. Lett. 285(2): 205		
538511			1824	Syst. alg.: 47		
539093			1903	Sinnôhô [New agric. News] 57: 31		
539095			1942	Agric. Mag., Formosa 38(5): 355		
539096			1942	Agric. Mag., Formosa 38(5): 355		
539097			1915	Nôgyôkoku [Agriculturalist] 9(3): 24		
540131			1918	Beih. bot. Zbl., Abt. 1 35: 527		
540782			2009	in Uzuhashi, Tojo, Kobayashi & Kakishima, Mycoscience 50(4): 283		
540783			2009	in Broders, Lipps, Ellis & Dorrance, Mycologia 101(2): 233		
541173			1932	in Săvulescu, Herb. mycol. Rom.: no. 314		
541298			1968	Mikol. Fitopatol. 2: 150		
541299			1972	Semeistvo Peronosporaceae srednei Azii i Yuzhnogo Kazakhstana [Family Peronosporaceae in Middle Asia and S. Kazakhstan] (Tashkent): 155		
541300			1847	Bot. Ztg. 5: 315		
541305			1946	Lloydia 9: 144		
541726			2009	in Karaca, Jonathan & Paul, FEMS Microbiol. Lett. 295(2): 165		
542763			1881	Bot. Ztg. 39: 619		
542778			1903	Annals Inst. Agron. Moscow 92: 425		
544137			1923	Beitr. Kryptfl. Schweiz 5(no. 4): 208		
544893			1935	Trans. Sapporo nat. Hist. Soc. 14(1): 30		
546487			1931	Phytopathology 21: 125		
546664			2010	Botany 88(1): 94		
547472			1914	Bot. Mag., Tokyo 28: (138)		
548378			2010	Mycoscience 51(5): 363		
550276			2013	in Grooters, Spies, Chen, Glockling, Lévesque & de Cock, Index Fungorum 34: 1		
550278			2013	in Grooters, Spies, Chen, Glockling, Lévesque & de Cock, Index Fungorum 34: 1		
550518			2015	in Weir, Paderes, Anand, Uchida, Pennycook, Bellgard & Beever, Phytotaxa 205(1): 29		
550519			2015	in Weir, Paderes, Anand, Uchida, Pennycook, Bellgard & Beever, Phytotaxa 205(1): 32		
550661			2014	Index Fungorum 191: 1		
551603			2016	in Li et al., Fungal Diversity 78: 10.1007/s13225-016-0366-9, [199]		
